"","house_name","name","house_style","house_size","house_direction","house_decorate","house_lift","house_address","house_totalprice","house_unitprice"
"1592","星叶枫情水岸 ","星叶枫情水岸","3室2厅","112.27平米","南北","其他","有电梯","仙林","370万","32957"
"1593","紫金东郡 ","紫金东郡","4室2厅","135.23平米","南北","毛坯","无电梯","仙鹤门","480万","35496"
"1594","南京恒大绿洲 ","南京恒大绿洲","3室2厅","126.97平米","南北","其他","有电梯","九龙湖","342万","26936"
"1595","东景花园 ","东景花园","3室2厅","98.43平米","南北","其他","有电梯","马群","318万","32308"
"1596","富力城 ","富力城","4室1厅","136.27平米","南北","其他","有电梯","麒麟镇","370万","27152"
"1597","宝塔桥东街16号大院 ","宝塔桥东街16号大院","3室1厅","75.2平米","南北","精装","无电梯","金陵小区","191万","25399"
"1598","御水湾花园 ","御水湾花园","3室2厅","106.44平米","南北","精装","无电梯","光华路","395万","37111"
"1599","盛和家园 ","盛和家园","3室1厅","90.55平米","南北","其他","有电梯","马群","168万","18554"
"1600","文化名园上筑园 ","文化名园上筑园","3室2厅","104.13平米","南","其他","有电梯","百家湖","305万","29291"
"1601","裕华名居 ","裕华名居","3室2厅","127.36平米","西南","其他","有电梯","凤凰西街","498万","39102"
"1602","城佐营 ","城佐营","4室2厅","118.6平米","南北","其他","无电梯","常府街","415万","34992"
"1603","南京恒大绿洲 ","南京恒大绿洲","3室2厅","141.44平米","南北","其他","有电梯","九龙湖","380万","26867"
"1604","来凤街 ","来凤街","3室1厅","61.94平米","南北","其他","有电梯","来凤里","175万","28254"
"1605","宏图上花园 ","宏图上花园","2室2厅","88.84平米","南北","其他","有电梯","长乐路","410万","46151"
"1606","万裕龙庭水岸 ","万裕龙庭水岸","3室1厅","100.97平米","南北","其他","有电梯","江宁大学城","252万","24958"
"1607","旭日爱上城第四区北区 ","旭日爱上城第四区北区","3室2厅","87.34平米","南","其他","有电梯","桥北","268万","30685"
"1608","康博花园 ","康博花园","3室1厅","137.75平米","南北","其他","有电梯","九龙湖","390万","28313"
"1609","江南青年城绯云苑 ","江南青年城绯云苑","3室2厅","131.11平米","南北","毛坯","无电梯","将军大道","240万","18306"
"1610","龙湖文馨苑 ","龙湖文馨苑","3室1厅","187.85平米","南北","其他","有电梯","九龙湖","419万","22306"
"1611","百家湖西花园伦敦城 ","百家湖西花园伦敦城","3室1厅","98.27平米","南","其他","有电梯","百家湖","298万","30325"
"1612","武夷绿洲品茗苑 ","武夷绿洲品茗苑","3室2厅","111.15平米","南北","精装","无电梯","科学园","306万","27531"
"1613","黄埔鑫园 ","黄埔鑫园","3室2厅","133.77平米","南北","精装","有电梯","光华路","476万","35584"
"1614","天泓山庄竹山苑 ","天泓山庄竹山苑","3室2厅","136.4平米","南北","其他","有电梯","马群","440万","32259"
"1615","江宁路20号 ","江宁路20号","2室1厅","51.74平米","南北","简装","无电梯","长乐路","178万","34403"
"1616","万科金域蓝湾 ","万科金域蓝湾","3室2厅","116.33平米","南北","精装","有电梯","九龙湖","450万","38684"
"1617","融侨观邸二期 ","融侨观邸二期","3室2厅","105.37平米","南北","毛坯","有电梯","江浦街道","270万","25624"
"1618","紫金上林苑 ","紫金上林苑","3室2厅","134.85平米","南北","毛坯","有电梯","马群","450万","33371"
"1619","黄埔鑫园 ","黄埔鑫园","3室2厅","96.21平米","南北","其他","无电梯","光华路","340万","35340"
"1620","明发滨江新城三期 ","明发滨江新城三期","3室2厅","117平米","南","精装","有电梯","桥北","270万","23077"
"1621","驴子巷 ","驴子巷","3室1厅","77.24平米","南北","简装","无电梯","建宁路","246万","31849"
"1622","天润城第十四街区 ","天润城第十四街区","3室2厅","89.8平米","南北","毛坯","有电梯","桥北","207万","23052"
"1623","南方花园枫彩园 ","南方花园枫彩园","2室2厅","43.34平米","北","其他","有电梯","岔路口","166万","38302"
"1624","宏图上逸园 ","宏图上逸园","3室2厅","128.57平米","南北","毛坯","有电梯","孝陵卫","430万","33445"
"1625","文博苑 ","文博苑","3室2厅","89.72平米","南北","其他","有电梯","江宁大学城","215万","23964"
"1626","天津新村 ","天津新村","3室1厅","77.23平米","南北","其他","无电梯","水佐岗","350万","45320"
"1627","亚都天元居 ","亚都天元居","3室2厅","112.79平米","南北","其他","有电梯","百家湖","325万","28815"
"1628","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","114.4平米","南","其他","有电梯","桥北","306万","26749"
"1629","龙湖文馨苑 ","龙湖文馨苑","3室2厅","112.1平米","南","毛坯","有电梯","九龙湖","305万","27208"
"1630","保利罗兰香谷 ","保利罗兰香谷","3室2厅","87.99平米","南北","毛坯","有电梯","仙林","312万","35459"
"1631","拉德芳斯 ","拉德芳斯","2室1厅","94.24平米","南北","简装","有电梯","奥体","533万","56558"
"1632","天都芳庭 ","天都芳庭","3室2厅","110.83平米","南北","简装","有电梯","应天西路","386万","34829"
"1633","万科金色里程 ","万科金色里程","2室1厅","68.5平米","南","精装","有电梯","铁心桥","228万","33285"
"1634","双塘里 ","双塘里","3室2厅","97.3平米","南北","简装","无电梯","来凤里","310万","31861"
"1635","银河湾紫苑 ","银河湾紫苑","3室1厅","122.08平米","南北","精装","有电梯","麒麟镇","280万","22936"
"1636","嘉业国际城 ","嘉业国际城","3室2厅","151.95平米","南北","精装","有电梯","奥体","605万","39816"
"1637","明都雅苑 ","明都雅苑","4室2厅","204.34平米","南北","精装","有电梯","洪家园","699万","34208"
"1638","长江之家 ","长江之家","3室2厅","134.06平米","南北","简装","无电梯","龙江","680万","50724"
"1639","高新花苑 ","高新花苑","3室2厅","103.67平米","南","精装","有电梯","高新区","200万","19292"
"1640","新河二村 ","新河二村","3室1厅","68.42平米","南北","精装","无电梯","定淮门大街","410万","59924"
"1641","万达紫金明珠 ","万达紫金明珠","2室2厅","85.17平米","南北","精装","有电梯","月牙湖","245万","28766"
"1642","银城花园北片 ","银城花园北片","3室1厅","79.05平米","南北","精装","无电梯","龙江","474万","59963"
"1643","新亚苑 ","新亚苑","3室2厅","107.27平米","南北","精装","无电梯","福建路","320万","29832"
"1644","威尼斯水城第七街区 ","威尼斯水城第七街区","3室2厅","127.97平米","南","精装","有电梯","桥北","268万","20943"
"1645","地和苑 ","地和苑","4室2厅","158.24平米","南","精装","有电梯","桥北","333万","21044"
"1646","金轮第一城 ","金轮第一城","3室2厅","94.2平米","南北","简装","无电梯","百家湖","255万","27071"
"1647","宁工新寓二村 ","宁工新寓二村","3室2厅","100.96平米","南北","精装","无电梯","草场门大街","426万","42195"
"1648","大地伊丽雅特湾 ","大地伊丽雅特湾","3室2厅","127.58平米","南北","精装","有电梯","晓庄","400万","31353"
"1649","翠屏东南 ","翠屏东南","3室2厅","124.99平米","南北","精装","无电梯","将军大道","330万","26403"
"1650","高新花苑 ","高新花苑","3室2厅","103.83平米","南","精装","有电梯","高新区","197万","18974"
"1651","碧水云天 ","碧水云天","3室2厅","133平米","南北","精装","有电梯","洪家园","470万","35339"
"1652","江岸水城 ","江岸水城","3室2厅","119.86平米","南北","精装","有电梯","桥北","228万","19023"
"1653","威尼斯水城第五街区 ","威尼斯水城第五街区","3室2厅","134.96平米","南北","精装","有电梯","桥北","300万","22229"
"1654","大地伊丽雅特湾 ","大地伊丽雅特湾","3室2厅","110.76平米","南北","精装","有电梯","晓庄","350万","31600"
"1655","天润城第三街区 ","天润城第三街区","3室1厅","119.39平米","南","精装","有电梯","桥北","255万","21359"
"1656","明发滨江新城一期 ","明发滨江新城一期","3室2厅","125.18平米","南北","精装","有电梯","桥北","292万","23327"
"1657","凤凰和美 ","凤凰和美","3室2厅","122.37平米","东南","精装","有电梯","能仁里","500万","40860"
"1658","天润城第三街区 ","天润城第三街区","3室2厅","120.05平米","南北","精装","有电梯","桥北","240万","19992"
"1659","锦江花苑 ","锦江花苑","3室2厅","122.36平米","南北","精装","有电梯","凤凰西街","758万","61949"
"1660","真园 ","真园","4室2厅","76.76平米","南北","精装","无电梯","南苑","255万","33221"
"1661","春光里 ","春光里","3室1厅","84.23平米","东南西","其他","无电梯","洪家园","245万","29088"
"1662","东方红郡 ","东方红郡","2室2厅","84.96平米","南北","简装","有电梯","麒麟镇","210万","24718"
"1663","天润城第十二街区 ","天润城第十二街区","3室2厅","87.48平米","南北","精装","有电梯","桥北","220万","25149"
"1664","三牌楼大街 ","三牌楼大街","3室1厅","74.56平米","南","其他","有电梯","三牌楼","325万","43590"
"1665","威尼斯水城第一街区 ","威尼斯水城第一街区","3室2厅","107.27平米","东南","精装","有电梯","桥北","235万","21908"
"1666","鸡鸣山庄 ","鸡鸣山庄","3室1厅","79.79平米","南北","简装","无电梯","玄武门","392万","49129"
"1667","大华锦绣华城榴美颂 ","大华锦绣华城榴美颂","2室2厅","93.17平米","南北","精装","无电梯","桥北","270万","28980"
"1668","育才公寓 ","育才公寓","3室1厅","83.64平米","南北","精装","无电梯","凤凰西街","545万","65161"
"1669","老虎桥 ","老虎桥","3室1厅","90.39平米","南北","简装","无电梯","珠江路","460万","50891"
"1670","天润城第一街区 ","天润城第一街区","3室2厅","114.88平米","南北","精装","有电梯","桥北","245万","21327"
"1671","瑞金路 ","瑞金路","4室2厅","134.78平米","南北","简装","无电梯","瑞金路","450万","33388"
"1672","旭光里 ","旭光里","2室2厅","75.92平米","南北","简装","无电梯","秦虹","259万","34115"
"1673","市政天元城 ","市政天元城","2室1厅","74.64平米","西北","精装","有电梯","东山镇","188万","25188"
"1674","娃娃桥 ","娃娃桥","2室1厅","51.9平米","东西","简装","无电梯","新街口","285万","54914"
"1675","国信阅景龙华 ","国信阅景龙华","3室2厅","117.03平米","南北","其他","有电梯","江浦街道","249万","21277"
"1676","虎踞北路79号 ","虎踞北路79号","2室1厅","48.57平米","南北","简装","无电梯","挹江门","130万","26766"
"1677","曹后村邮局宿舍 ","曹后村邮局宿舍","2室1厅","61.53平米","南北","简装","无电梯","红山","162万","26329"
"1678","湖滨世纪花园 ","湖滨世纪花园","2室2厅","100.42平米","南北","其他","无电梯","百家湖","265万","26390"
"1679","宋都奥体名座 ","宋都奥体名座","2室1厅","76.88平米","南","精装","有电梯","奥体","390万","50729"
"1680","应天花园 ","应天花园","3室1厅","71.52平米","南北","毛坯","无电梯","能仁里","208万","29083"
"1681","旭日爱上城第六区 ","旭日爱上城第六区","2室1厅","56平米","北","其他","有电梯","桥北","80万","14286"
"1682","天华硅谷 ","天华硅谷","3室2厅","105.27平米","南","精装","无电梯","泰山街道","223万","21184"
"1683","华汇康城 ","华汇康城","2室1厅","84.16平米","南北","精装","有电梯","麒麟镇","185万","21982"
"1684","亚东城东区 ","亚东城东区","5室2厅","146.45平米","南北","精装","有电梯","仙林","560万","38239"
"1685","南方花园枫彩园 ","南方花园枫彩园","4室1厅","96.71平米","南北","其他","无电梯","岔路口","220万","22749"
"1686","清江花苑明月园 ","清江花苑明月园","3室1厅","92.41平米","南北","简装","无电梯","定淮门大街","518万","56055"
"1687","南方花园瑞阳居 ","南方花园瑞阳居","2室1厅","58.11平米","东","简装","有电梯","岔路口","135万","23232"
"1688","白鹭花园凤栖苑 ","白鹭花园凤栖苑","3室2厅","79.6平米","南北","精装","无电梯","湖西街","265万","33292"
"1689","凤凰花园城清溪园 ","凤凰花园城清溪园","2室1厅","63.62平米","南北","简装","无电梯","凤凰西街","389万","61145"
"1690","威尼斯水城第五街区 ","威尼斯水城第五街区","3室2厅","121.43平米","南北","其他","有电梯","桥北","278万","22894"
"1691","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","111.32平米","南","精装","有电梯","桥北","299万","26860"
"1692","御水湾花园 ","御水湾花园","3室2厅","118.22平米","南北","其他","无电梯","光华路","435万","36796"
"1693","合家春天 ","合家春天","2室1厅","74.35平米","南北","其他","有电梯","九龙湖","200万","26900"
"1694","望江新寓 ","望江新寓","2室1厅","65平米","南","简装","无电梯","凤凰西街","513万","78924"
"1695","德盈国际 ","德盈国际","2室2厅","48.37平米","西南","精装","有电梯","能仁里","256万","52926"
"1696","天地新城天权座 ","天地新城天权座","2室2厅","91.89平米","南北","精装","无电梯","岔路口","219万","23833"
